Date,Symbol,Open,Close,Low,High,Volume
2014-05-21,UNH,76.70999908447266,77.72000122070312,76.62999725341797,77.87999725341797,2401200
2014-05-22,UNH,77.70999908447266,78.33999633789062,77.62999725341797,78.62999725341797,3146900
2014-05-23,UNH,78.6500015258789,78.7699966430664,78.36000061035156,79.0,2251500
2014-05-27,UNH,79.2300033569336,79.11000061035156,78.66000366210938,79.33000183105469,2645500
2014-05-28,UNH,78.97000122070312,78.58000183105469,78.30000305175781,79.20999908447266,2250900
2014-05-29,UNH,78.5999984741211,79.37000274658203,78.08000183105469,79.43000030517578,3526800
2014-05-30,UNH,79.23999786376953,79.62999725341797,78.87999725341797,79.73999786376953,5139900
2014-06-02,UNH,79.7699966430664,79.47000122070312,79.31999969482422,79.93000030517578,1986400
2014-06-03,UNH,79.30999755859375,79.87999725341797,79.27999877929688,80.18000030517578,2841100
2014-06-04,UNH,79.7300033569336,80.51000213623047,79.4800033569336,80.56999969482422,3552900
2014-06-05,UNH,80.4800033569336,79.80000305175781,79.68000030517578,80.75,3453700
2014-06-06,UNH,79.98999786376953,79.93000030517578,79.56999969482422,80.31999969482422,3286600
2014-06-09,UNH,80.05000305175781,79.76000213623047,79.26000213623047,80.25,2801700
2014-06-10,UNH,79.5999984741211,79.80999755859375,79.47000122070312,80.0,2459200
2014-06-11,UNH,79.76000213623047,80.16999816894531,79.41999816894531,80.33999633789062,2733500
2014-06-12,UNH,79.77999877929688,79.44000244140625,79.0999984741211,80.0,2560000
2014-06-13,UNH,79.33999633789062,79.18000030517578,78.5999984741211,79.37000274658203,2265200
2014-06-16,UNH,79.18000030517578,78.0,77.80999755859375,79.20999908447266,4542900
2014-06-17,UNH,77.9000015258789,78.16999816894531,77.52999877929688,78.25,3430900
2014-06-18,UNH,78.16999816894531,79.20999908447266,77.77999877929688,79.37000274658203,4823000
2014-06-19,UNH,79.3499984741211,80.51000213623047,79.26000213623047,80.79000091552734,4538600
2014-06-20,UNH,80.83000183105469,81.41000366210938,80.45999908447266,81.48999786376953,7366500
2014-06-23,UNH,81.38999938964844,81.48999786376953,80.9800033569336,81.6500015258789,3066900
2014-06-24,UNH,81.43000030517578,81.73999786376953,81.41999816894531,82.38999938964844,4685500
2014-06-25,UNH,81.3499984741211,82.33999633789062,80.80999755859375,82.37999725341797,3629200
2014-06-26,UNH,82.4800033569336,82.29000091552734,81.66000366210938,82.4800033569336,2915900
2014-06-27,UNH,81.69000244140625,82.0,81.30999755859375,82.11000061035156,4755600
2014-06-30,UNH,82.27999877929688,81.75,81.5999984741211,82.54000091552734,3916100
2014-07-01,UNH,81.73999786376953,81.88999938964844,81.6500015258789,82.3499984741211,5482400
2014-07-02,UNH,81.80000305175781,82.48999786376953,81.06999969482422,82.5199966430664,3693500
2014-07-03,UNH,82.58999633789062,83.3499984741211,82.31999969482422,83.44000244140625,2183400
2014-07-07,UNH,82.98999786376953,82.22000122070312,81.79000091552734,83.0999984741211,2558500
2014-07-08,UNH,82.0199966430664,81.93000030517578,81.37999725341797,82.06999969482422,2967300
2014-07-09,UNH,81.9800033569336,82.73999786376953,81.88999938964844,82.75,3079500
2014-07-10,UNH,81.27999877929688,82.08000183105469,81.05000305175781,82.51000213623047,3829400
2014-07-11,UNH,81.91999816894531,82.87000274658203,81.7300033569336,83.12999725341797,2758400
2014-07-14,UNH,83.33000183105469,84.2699966430664,83.20999908447266,84.69000244140625,3794500
2014-07-15,UNH,84.04000091552734,83.9000015258789,83.7300033569336,84.73999786376953,4356300
2014-07-16,UNH,84.06999969482422,83.76000213623047,83.22000122070312,84.12999725341797,3955200
2014-07-17,UNH,84.25,85.11000061035156,83.43000030517578,87.23999786376953,7117900
2014-07-18,UNH,85.47000122070312,85.5199966430664,84.43000030517578,85.77999877929688,3892100
2014-07-21,UNH,85.22000122070312,85.05999755859375,84.02999877929688,85.29000091552734,4025100
2014-07-22,UNH,85.5199966430664,86.05000305175781,85.47000122070312,86.76000213623047,4366900
2014-07-23,UNH,86.30999755859375,85.94000244140625,85.7699966430664,86.55000305175781,2596300
2014-07-24,UNH,85.44999694824219,85.68000030517578,85.29000091552734,86.33000183105469,4022400
2014-07-25,UNH,84.12000274658203,84.68000030517578,84.0,85.01000213623047,3362600
2014-07-28,UNH,85.02999877929688,85.75,84.5999984741211,85.9000015258789,2206900
2014-07-29,UNH,84.95999908447266,84.2699966430664,83.98999786376953,85.55999755859375,4897800
2014-07-30,UNH,84.76000213623047,82.94999694824219,81.72000122070312,84.87000274658203,7171800
2014-07-31,UNH,81.7699966430664,81.05000305175781,80.55000305175781,82.18000030517578,5345400
2014-08-01,UNH,81.13999938964844,81.48999786376953,80.55999755859375,82.06999969482422,4625100
2014-08-04,UNH,81.58999633789062,82.2699966430664,81.16000366210938,82.52999877929688,3197700
2014-08-05,UNH,81.83000183105469,80.98999786376953,80.56999969482422,82.52999877929688,4599500
2014-08-06,UNH,80.94999694824219,81.5,80.73999786376953,82.12000274658203,3311300
2014-08-07,UNH,81.0,79.26000213623047,79.16000366210938,81.08999633789062,5465400
2014-08-08,UNH,79.41000366210938,80.12000274658203,78.73999786376953,80.19000244140625,3713400
2014-08-11,UNH,80.38999938964844,79.87000274658203,79.76000213623047,80.6500015258789,3460000
2014-08-12,UNH,79.61000061035156,80.22000122070312,79.52999877929688,80.38999938964844,3206200
2014-08-13,UNH,80.62000274658203,81.51000213623047,80.38999938964844,81.66999816894531,3049900
2014-08-14,UNH,81.70999908447266,81.81999969482422,80.16000366210938,82.06999969482422,2241100
2014-08-15,UNH,82.20999908447266,81.47000122070312,80.80999755859375,82.27999877929688,2442700
2014-08-18,UNH,81.7699966430664,82.33999633789062,81.3499984741211,82.4800033569336,2795800
2014-08-19,UNH,82.48999786376953,83.47000122070312,82.05000305175781,83.76000213623047,3549300
2014-08-20,UNH,82.94000244140625,83.43000030517578,82.36000061035156,83.75,2579600
2014-08-21,UNH,83.61000061035156,83.7699966430664,83.58999633789062,84.0999984741211,2648500
2014-08-22,UNH,83.5999984741211,83.77999877929688,83.45999908447266,84.0,2089300
2014-08-25,UNH,84.38999938964844,84.23999786376953,83.94999694824219,84.75,1988100
2014-08-26,UNH,84.44999694824219,85.12000274658203,84.1500015258789,85.33999633789062,2267800
2014-08-27,UNH,85.18000030517578,86.37999725341797,84.95999908447266,86.97000122070312,5800700
2014-08-28,UNH,86.0,86.33999633789062,85.5199966430664,87.0,2749700
2014-08-29,UNH,86.75,86.68000030517578,86.3499984741211,87.2300033569336,3297500
2014-09-02,UNH,87.12000274658203,86.38999938964844,85.76000213623047,87.22000122070312,3726100
2014-09-03,UNH,86.77999877929688,86.79000091552734,86.41999816894531,87.3499984741211,2824400
2014-09-04,UNH,86.76000213623047,87.05999755859375,86.70999908447266,88.44999694824219,3650100
2014-09-05,UNH,86.94999694824219,87.75,86.73999786376953,87.80000305175781,3873500
2014-09-08,UNH,87.69999694824219,87.91000366210938,87.41999816894531,88.0,2298000
2014-09-09,UNH,88.0,88.55999755859375,87.48999786376953,88.8499984741211,4409400
2014-09-10,UNH,88.44000244140625,87.25,86.69000244140625,88.5,3355800
2014-09-11,UNH,86.76000213623047,87.08000183105469,86.19999694824219,87.12000274658203,3034500
2014-09-12,UNH,87.23999786376953,86.18000030517578,85.86000061035156,87.23999786376953,2582400
2014-09-15,UNH,86.30000305175781,86.02999877929688,85.83000183105469,86.81999969482422,2441800
2014-09-16,UNH,86.0,87.16000366210938,85.8499984741211,87.37000274658203,2973700
2014-09-17,UNH,86.94999694824219,86.98999786376953,86.47000122070312,87.55999755859375,3302700
2014-09-18,UNH,87.41999816894531,87.62999725341797,87.19000244140625,87.97000122070312,2584000
2014-09-19,UNH,88.51000213623047,87.80000305175781,87.63999938964844,88.72000122070312,6486300
2014-09-22,UNH,87.80000305175781,87.7699966430664,87.4800033569336,88.44000244140625,2335400
2014-09-23,UNH,87.31999969482422,86.58999633789062,86.37999725341797,87.69000244140625,2640200
2014-09-24,UNH,86.62000274658203,88.20999908447266,86.5999984741211,88.45999908447266,2661500
2014-09-25,UNH,87.79000091552734,86.18000030517578,86.02999877929688,88.0,3657100
2014-09-26,UNH,86.25,86.5999984741211,85.91000366210938,86.97000122070312,2260500
2014-09-29,UNH,85.58000183105469,86.51000213623047,85.58000183105469,86.94999694824219,3114800
2014-09-30,UNH,86.68000030517578,86.25,86.12000274658203,87.08000183105469,2843200
2014-10-01,UNH,86.0,84.87999725341797,84.61000061035156,86.26000213623047,4140200
2014-10-02,UNH,84.8499984741211,84.9000015258789,83.7300033569336,85.2699966430664,3047000
2014-10-03,UNH,85.37000274658203,86.0199966430664,85.06999969482422,86.27999877929688,3108100
2014-10-06,UNH,86.6500015258789,85.08999633789062,84.94999694824219,86.94999694824219,2596100
2014-10-07,UNH,84.9000015258789,84.19000244140625,83.93000030517578,85.12999725341797,3412900
2014-10-08,UNH,84.29000091552734,86.62000274658203,83.98999786376953,86.83999633789062,4787400
2014-10-09,UNH,86.3499984741211,84.94000244140625,84.62999725341797,86.55000305175781,4432800
2014-10-10,UNH,85.08999633789062,85.38999938964844,85.05000305175781,86.81999969482422,4036800
2014-10-13,UNH,85.22000122070312,83.94999694824219,83.76000213623047,85.94999694824219,3672600
2014-10-14,UNH,84.33999633789062,82.81999969482422,82.55000305175781,84.56999969482422,5929500
2014-10-15,UNH,82.16999816894531,82.16000366210938,80.72000122070312,82.9800033569336,8308900
2014-10-16,UNH,84.76000213623047,85.38999938964844,84.0999984741211,86.69999694824219,10233000
2014-10-17,UNH,86.8499984741211,88.18000030517578,86.75,88.80999755859375,8532800
2014-10-20,UNH,88.23999786376953,88.54000091552734,88.0,88.83999633789062,4890900
2014-10-21,UNH,89.16000366210938,90.94999694824219,88.8499984741211,91.08000183105469,5882100
2014-10-22,UNH,91.44000244140625,89.7699966430664,89.70999908447266,91.44000244140625,4290300
2014-10-23,UNH,90.94000244140625,90.66000366210938,90.41999816894531,91.27999877929688,3159200
