Date,Symbol,Open,Close,Low,High,Volume
2014-05-22,NOC,118.2699966430664,118.5,118.01000213623047,118.88999938964844,768800
2014-05-23,NOC,118.81999969482422,120.0199966430664,118.47000122070312,120.11000061035156,968400
2014-05-27,NOC,119.94999694824219,120.16999816894531,119.20999908447266,120.33000183105469,948000
2014-05-28,NOC,120.43000030517578,120.2699966430664,119.9000015258789,121.5999984741211,1385100
2014-05-29,NOC,119.6500015258789,120.19999694824219,119.22000122070312,120.30999755859375,1369500
2014-05-30,NOC,119.8499984741211,121.55000305175781,119.69000244140625,121.80000305175781,1163100
2014-06-02,NOC,121.31999969482422,121.95999908447266,120.62000274658203,122.27999877929688,946800
2014-06-03,NOC,121.1500015258789,121.48999786376953,120.4800033569336,122.0999984741211,1758500
2014-06-04,NOC,121.5,122.26000213623047,120.91999816894531,122.37999725341797,1242300
2014-06-05,NOC,122.19999694824219,123.68000030517578,122.01000213623047,123.83000183105469,1226300
2014-06-06,NOC,123.9000015258789,124.0,123.62999725341797,124.55999755859375,995200
2014-06-09,NOC,123.75,124.45999908447266,123.27999877929688,124.91999816894531,924100
2014-06-10,NOC,124.01000213623047,123.75,123.02999877929688,124.02999877929688,944700
2014-06-11,NOC,122.97000122070312,122.23999786376953,122.19999694824219,123.45999908447266,973500
2014-06-12,NOC,121.73999786376953,119.52999877929688,119.30000305175781,122.0,1554700
2014-06-13,NOC,119.95999908447266,120.80000305175781,119.6500015258789,121.41999816894531,977500
2014-06-16,NOC,120.36000061035156,121.55999755859375,120.36000061035156,122.13999938964844,1107600
2014-06-17,NOC,121.38999938964844,121.08999633789062,120.48999786376953,121.83999633789062,747800
2014-06-18,NOC,121.01000213623047,121.44000244140625,120.16000366210938,121.68000030517578,838100
2014-06-19,NOC,121.55000305175781,122.33000183105469,121.18000030517578,122.87000274658203,994700
2014-06-20,NOC,123.12000274658203,123.44999694824219,122.6500015258789,124.11000061035156,1621000
2014-06-23,NOC,123.58999633789062,122.52999877929688,122.19000244140625,123.58999633789062,701100
2014-06-24,NOC,121.95999908447266,120.5999984741211,120.55999755859375,122.55999755859375,792800
2014-06-25,NOC,120.5199966430664,120.69999694824219,120.16000366210938,120.9800033569336,722600
2014-06-26,NOC,120.80999755859375,120.4000015258789,119.54000091552734,120.80999755859375,615000
2014-06-27,NOC,120.18000030517578,120.66999816894531,119.93000030517578,120.73999786376953,892400
2014-06-30,NOC,121.11000061035156,119.62999725341797,119.38999938964844,121.13999938964844,938900
2014-07-01,NOC,119.33000183105469,120.43000030517578,118.29000091552734,121.25,1257200
2014-07-02,NOC,120.01000213623047,119.73999786376953,119.54000091552734,120.80999755859375,990200
2014-07-03,NOC,120.2300033569336,121.19000244140625,120.04000091552734,121.5,542400
2014-07-07,NOC,121.0,120.11000061035156,119.88999938964844,121.0,725000
2014-07-08,NOC,119.87000274658203,119.3499984741211,118.7699966430664,120.43000030517578,1078600
2014-07-09,NOC,119.79000091552734,119.80000305175781,119.16999816894531,120.19999694824219,690700
2014-07-10,NOC,118.2300033569336,119.91999816894531,118.2300033569336,120.70999908447266,804100
2014-07-11,NOC,120.20999908447266,121.66999816894531,119.5999984741211,121.9000015258789,725800
2014-07-14,NOC,121.56999969482422,122.33999633789062,121.41000366210938,122.69999694824219,926900
2014-07-15,NOC,122.69000244140625,123.1500015258789,122.44000244140625,123.81999969482422,1048800
2014-07-16,NOC,123.44000244140625,123.19000244140625,122.68000030517578,123.63999938964844,787600
2014-07-17,NOC,122.41999816894531,122.55999755859375,122.3499984741211,124.0,803000
2014-07-18,NOC,123.0,123.87000274658203,122.80000305175781,124.4000015258789,703000
2014-07-21,NOC,123.73999786376953,125.12000274658203,123.37999725341797,125.30000305175781,1276700
2014-07-22,NOC,125.5199966430664,126.52999877929688,125.20999908447266,127.01000213623047,1230300
2014-07-23,NOC,124.95999908447266,126.61000061035156,124.93000030517578,127.97000122070312,1088900
2014-07-24,NOC,127.01000213623047,127.91999816894531,126.01000213623047,128.2899932861328,1196100
2014-07-25,NOC,127.41000366210938,127.55999755859375,127.3499984741211,128.30999755859375,952200
2014-07-28,NOC,127.97000122070312,127.79000091552734,126.5999984741211,128.4600067138672,1262000
2014-07-29,NOC,127.55999755859375,126.37000274658203,126.20999908447266,127.97000122070312,1060600
2014-07-30,NOC,127.08000183105469,125.8499984741211,125.30999755859375,127.2300033569336,1027900
2014-07-31,NOC,124.91000366210938,123.2699966430664,123.02999877929688,125.0,1445600
2014-08-01,NOC,122.91000366210938,123.91999816894531,122.8499984741211,124.8499984741211,1030600
2014-08-04,NOC,123.52999877929688,123.36000061035156,122.22000122070312,123.97000122070312,1372000
2014-08-05,NOC,123.12000274658203,123.06999969482422,122.87999725341797,125.2300033569336,1230200
2014-08-06,NOC,122.0,120.9800033569336,120.58000183105469,122.19999694824219,1212800
2014-08-07,NOC,121.80000305175781,120.30000305175781,119.97000122070312,122.36000061035156,1302100
2014-08-08,NOC,120.75,122.86000061035156,120.54000091552734,122.95999908447266,1258900
2014-08-11,NOC,123.26000213623047,123.48999786376953,123.18000030517578,124.0199966430664,709100
2014-08-12,NOC,123.58000183105469,123.02999877929688,122.80000305175781,124.38999938964844,769700
2014-08-13,NOC,123.5,125.16000366210938,123.16000366210938,125.68000030517578,759700
2014-08-14,NOC,125.37999725341797,125.01000213623047,124.94000244140625,125.93000030517578,725300
2014-08-15,NOC,125.51000213623047,124.87000274658203,123.68000030517578,125.9800033569336,868100
2014-08-18,NOC,125.62000274658203,126.7300033569336,125.62000274658203,126.94000244140625,727400
2014-08-19,NOC,127.06999969482422,127.01000213623047,126.44999694824219,127.41999816894531,662800
2014-08-20,NOC,127.0199966430664,128.1699981689453,126.76000213623047,128.38999938964844,935200
2014-08-21,NOC,128.55999755859375,128.02999877929688,127.66000366210938,128.55999755859375,730700
2014-08-22,NOC,128.3000030517578,127.5999984741211,127.44999694824219,128.66000366210938,686000
2014-08-25,NOC,128.30999755859375,128.02000427246094,127.48999786376953,128.44000244140625,673000
2014-08-26,NOC,128.0399932861328,127.2699966430664,127.0199966430664,128.05999755859375,776600
2014-08-27,NOC,127.56999969482422,127.62000274658203,126.94000244140625,127.86000061035156,738000
2014-08-28,NOC,126.30999755859375,126.87999725341797,126.30999755859375,127.19000244140625,682600
2014-08-29,NOC,126.9000015258789,127.22000122070312,126.7699966430664,127.68000030517578,811800
2014-09-02,NOC,128.41000366210938,128.57000732421875,127.80999755859375,128.72000122070312,1027800
2014-09-03,NOC,129.10000610351562,127.93000030517578,127.61000061035156,129.10000610351562,862500
2014-09-04,NOC,128.41000366210938,127.22000122070312,127.02999877929688,128.6300048828125,1036500
2014-09-05,NOC,127.30000305175781,127.52999877929688,126.73999786376953,127.61000061035156,1002200
2014-09-08,NOC,127.52999877929688,127.55000305175781,127.5,128.36000061035156,1064100
2014-09-09,NOC,127.91000366210938,128.47999572753906,127.56999969482422,129.44000244140625,1160300
2014-09-10,NOC,128.36000061035156,129.99000549316406,128.33999633789062,130.32000732421875,1143100
2014-09-11,NOC,129.60000610351562,129.75999450683594,129.25999450683594,129.9499969482422,943400
2014-09-12,NOC,129.75,129.99000549316406,129.39999389648438,130.30999755859375,911400
